Anno;Provincia produttore;Materiale;Unita di misura;Regione;Materiale_ID;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;AG;Aggregati riciclati;kg;Sicilia;5;85018715.0;92700310.0;96242110.0
2026;AG;Altro;kg;Sicilia;23;476767.0;553961.0;601034.0
2026;AG;Ammendante compostato misto;kg;Sicilia;2;3325670.0;3551980.0;3842840.0
2026;AG;Ammendante compostato verde;kg;Sicilia;1;53660.0;53660.0;53660.0
2026;AG;Carta e cartone;kg;Sicilia;10;14322220.0;16706600.0;17153350.0
2026;AG;Granulato di Conglomerato bituminoso;kg;Sicilia;20;2441570.0;2441570.0;2441570.0
2026;AG;Rottami di ferro e acciaio;kg;Sicilia;8;1975960.0;2354270.0;2414270.0
2026;AG;Tessili;kg;Sicilia;14;115065.0;141635.0;141635.0
2026;AL;Aggregati riciclati;kg;Piemonte;5;239960303.0;283983073.0;301686752.0
2026;AL;Altri Fertilizzanti;kg;Piemonte;19;1458270.0;1458270.0;1458270.0
2026;AL;Altro;kg;Piemonte;23;16032306.0;18875827.0;19261451.0
2026;AL;Ammendante compostato misto;kg;Piemonte;2;73600.0;73600.0;73600.0
2026;AL;CSS – combustibile;kg;Piemonte;13;2438450.0;3188450.0;3199450.0
2026;AL;Carta e cartone;kg;Piemonte;10;24948845.0;29389215.0;31637715.0
2026;AL;Granulato di Conglomerato bituminoso;kg;Piemonte;20;24469600.0;33802770.0;33802770.0
2026;AL;Legno e sughero;kg;Piemonte;12;1955751.0;2377378.0;2377378.0
2026;AL;Plastica;kg;Piemonte;11;6785712.0;8031561.0;8031561.0
2026;AL;Rottami di alluminio;kg;Piemonte;6;2256111.0;2543731.0;2543731.0
2026;AL;Rottami di ferro e acciaio;kg;Piemonte;8;8656276.0;10241827.0;10241827.0
2026;AL;Rottami di rame;kg;Piemonte;9;3129048.0;4413179.0;4427879.0
2026;AN;Aggregati riciclati;kg;Marche;5;95338833.0;112325695.0;114594195.0
2026;AN;Altri Ammendanti;kg;Marche;3;;435930.0;519260.0
2026;AN;Altro;kg;Marche;23;16256534.0;21985510.0;21986543.0
2026;AN;Ammendante compostato misto;kg;Marche;2;294830.0;338830.0;338830.0
2026;AN;Ammendante compostato verde;kg;Marche;1;810230.0;1138210.0;1138210.0
2026;AN;CSS – combustibile;kg;Marche;13;3360000.0;5310000.0;5310000.0
2026;AN;Carta e cartone;kg;Marche;10;25495033.0;30731103.0;31131103.0
2026;AN;Digestato;kg;Marche;4;5000.0;5000.0;5000.0
2026;AN;Gomma;kg;Marche;15;3559623.0;3559623.0;3559623.0
2026;AN;Granulato di Conglomerato bituminoso;kg;Marche;20;33568504.0;43643924.0;43643924.0
2026;AN;Legno e sughero;kg;Marche;12;879162.0;1349162.0;1394162.0
2026;AN;Plastica;kg;Marche;11;984234.0;986234.0;1084664.0
2026;AN;Rottami di alluminio;kg;Marche;6;1968575.0;2239227.0;2350227.0
2026;AN;Rottami di ferro e acciaio;kg;Marche;8;51626720.0;59627457.0;59850637.0
2026;AN;Rottami di rame;kg;Marche;9;8960.0;9355.0;9355.0
2026;AN;Rottami di vetro;kg;Marche;7;28140.0;28140.0;28140.0
2026;AO;Aggregati riciclati;kg;Valle d`Aosta;5;3673998.0;11198328.0;14897108.0
2026;AO;Ammendante compostato verde;kg;Valle d`Aosta;1;62300.0;63900.0;63900.0
2026;AO;Carta e cartone;kg;Valle d`Aosta;10;5743780.0;7119900.0;7354080.0
2026;AO;Rottami di alluminio;kg;Valle d`Aosta;6;10260.0;10260.0;10260.0
2026;AO;Rottami di ferro e acciaio;kg;Valle d`Aosta;8;5004121.0;5715251.0;5811871.0
2026;AO;Rottami di rame;kg;Valle d`Aosta;9;7760.0;7760.0;7760.0
2026;AP;Aggregati riciclati;kg;Marche;5;161042107.0;197590128.0;199795720.0
2026;AP;Altro;kg;Marche;23;10469115.0;12350450.0;12350450.0
2026;AP;Carta e cartone;kg;Marche;10;9855967.0;11460179.0;11460179.0
2026;AP;Gomma;kg;Marche;15;1153737.0;1250737.0;1381037.0
2026;AP;Granulato di Conglomerato bituminoso;kg;Marche;20;20789642.0;36190302.0;36190302.0
2026;AP;Plastica;kg;Marche;11;632525.0;656525.0;656525.0
2026;AP;Rottami di alluminio;kg;Marche;6;97074.0;193230.0;209160.0
2026;AP;Rottami di ferro e acciaio;kg;Marche;8;11553378.0;14150259.0;14768259.0
2026;AP;Rottami di rame;kg;Marche;9;13665.0;25050.0;25050.0
2026;AQ;Aggregati riciclati;kg;Abruzzo;5;305163662.0;379779888.0;381650648.0
2026;AQ;Altro;kg;Abruzzo;23;5575660.0;5800392.0;5801270.0
2026;AQ;Carta e cartone;kg;Abruzzo;10;3166000.0;3696000.0;3696000.0
2026;AQ;Granulato di Conglomerato bituminoso;kg;Abruzzo;20;57089604.0;78935054.0;81136754.0
2026;AQ;Plastica;kg;Abruzzo;11;7019.0;8387.0;8387.0
2026;AQ;Rottami di ferro e acciaio;kg;Abruzzo;8;1727054.0;1727054.0;2139384.0
2026;AQ;Rottami di rame;kg;Abruzzo;9;1191.0;1191.0;1191.0
2026;AR;Aggregati riciclati;kg;Toscana;5;21519850.0;28263109.0;46737229.0
2026;AR;Altro;kg;Toscana;23;195873.0;229669.0;229669.0
2026;AR;Ammendante compostato misto;kg;Toscana;2;1734500.0;1939500.0;1939500.0
2026;AR;Carta e cartone;kg;Toscana;10;19927954.0;22526462.0;22526462.0
2026;AR;Granulato di Conglomerato bituminoso;kg;Toscana;20;36027400.0;47653400.0;47653400.0
2026;AR;Legno e sughero;kg;Toscana;12;5350360.0;6217740.0;6222650.0
2026;AR;Plastica;kg;Toscana;11;1549795.0;3111874.0;3704764.0
2026;AR;Rottami di alluminio;kg;Toscana;6;280.0;280.0;280.0
2026;AR;Rottami di ferro e acciaio;kg;Toscana;8;10163638.0;11462746.0;11599550.0
2026;AR;Rottami di rame;kg;Toscana;9;92650.0;119001.0;119001.0
2026;AT;Aggregati riciclati;kg;Piemonte;5;104683995.0;118483995.0;118483995.0
2026;AT;Altro;kg;Piemonte;23;23116404.0;31865647.0;31865647.0
2026;AT;Ammendante compostato verde;kg;Piemonte;1;;82590.0;82590.0
2026;AT;Carta e cartone;kg;Piemonte;10;6888359.0;8092184.0;8206082.0
2026;AT;Correttivi da Fanghi;kg;Piemonte;18;5737759.0;9737759.0;9737759.0
2026;AT;Granulato di Conglomerato bituminoso;kg;Piemonte;20;1496880.0;1496880.0;1496880.0
2026;AT;Plastica;kg;Piemonte;11;18940.0;18940.0;18940.0
2026;AT;Rottami di alluminio;kg;Piemonte;6;1980.0;1980.0;1980.0
2026;AT;Rottami di ferro e acciaio;kg;Piemonte;8;51174529.0;54320870.0;56098292.0
2026;AT;Rottami di rame;kg;Piemonte;9;240.0;240.0;240.0
2026;AV;Aggregati riciclati;kg;Campania;5;493027741.0;555111407.0;575267277.0
2026;AV;Altro;kg;Campania;23;18660502.0;21637342.0;21637342.0
2026;AV;Carta e cartone;kg;Campania;10;8365849.0;9425849.0;9558969.0
2026;AV;Gomma;kg;Campania;15;598000.0;658000.0;658000.0
2026;AV;Granulato di Conglomerato bituminoso;kg;Campania;20;64885400.0;71995080.0;72134620.0
2026;AV;Plastica;kg;Campania;11;8414319.0;9880239.0;10285349.0
2026;AV;Rottami di alluminio;kg;Campania;6;196226.0;207386.0;208266.0
2026;AV;Rottami di ferro e acciaio;kg;Campania;8;14040675.0;15503300.0;15719540.0
2026;AV;Rottami di rame;kg;Campania;9;8030.0;10085.0;10085.0
2026;AV;Tessili;kg;Campania;14;5365.0;5365.0;5365.0
2026;BA;Aggregati riciclati;kg;Puglia;5;719546017.0;824275942.0;849972222.0
2026;BA;Altri Ammendanti;kg;Puglia;3;308000.0;308000.0;308000.0
2026;BA;Altro;kg;Puglia;23;27295764.0;28845914.0;29413000.0
2026;BA;Carta e cartone;kg;Puglia;10;32758591.0;39334113.0;40374101.0
2026;BA;Digestato;kg;Puglia;4;9990.0;9990.0;9990.0
2026;BA;Gomma vulcanizzata da PFU;kg;Puglia;22;16347584.0;19643404.0;19643404.0
2026;BA;Granulato di Conglomerato bituminoso;kg;Puglia;20;13883860.0;19717090.0;19717090.0
2026;BA;Legno e sughero;kg;Puglia;12;9556870.0;10765400.0;11040910.0
2026;BA;Plastica;kg;Puglia;11;6347170.0;9187520.0;9187520.0
2026;BA;Rottami di alluminio;kg;Puglia;6;2655805.0;3145595.0;3145595.0
2026;BA;Rottami di ferro e acciaio;kg;Puglia;8;49644592.0;52714004.0;52971650.0
2026;BA;Rottami di rame;kg;Puglia;9;890022.0;941802.0;968622.0
2026;BA;Tessili;kg;Puglia;14;170400.0;231450.0;244450.0
2026;BG;Aggregati riciclati;kg;Lombardia;5;1098274082.0;1252312140.0;1271412528.0
2026;BG;Altri Ammendanti;kg;Lombardia;3;49108000.0;55322000.0;55366000.0
2026;BG;Altro;kg;Lombardia;23;315381053.0;359649186.0;378304622.0
2026;BG;Ammendante compostato misto;kg;Lombardia;2;61779440.0;79485120.0;79485120.0
2026;BG;Ammendante compostato verde;kg;Lombardia;1;20862089.0;22202859.0;22202859.0
2026;BG;Carta e cartone;kg;Lombardia;10;62150773.0;72557474.0;74056234.0
2026;BG;Gomma vulcanizzata da PFU;kg;Lombardia;22;2012335.0;2362611.0;2362611.0
2026;BG;Granulato di Conglomerato bituminoso;kg;Lombardia;20;123954918.0;132430698.0;143230698.0
2026;BG;Legno e sughero;kg;Lombardia;12;697109.0;783969.0;783969.0
2026;BG;Plastica;kg;Lombardia;11;81568161.0;95849473.0;98003618.0
2026;BG;Rottami di alluminio;kg;Lombardia;6;27298443.0;29642215.0;30819871.0
2026;BG;Rottami di ferro e acciaio;kg;Lombardia;8;453223294.0;521850104.0;536768002.0
2026;BG;Rottami di rame;kg;Lombardia;9;5265855.0;5902942.0;6090198.0
2026;BG;Rottami di vetro;kg;Lombardia;7;15948680.0;16843730.0;17577030.0
2026;BG;Tessili;kg;Lombardia;14;1595135.0;1870972.0;1909052.0
2026;BI;Aggregati riciclati;kg;Piemonte;5;147663894.0;163994744.0;163994744.0
2026;BI;Altro;kg;Piemonte;23;12102800.0;14899800.0;15291800.0
2026;BI;Ammendante compostato verde;kg;Piemonte;1;39590.0;47960.0;47960.0
2026;BI;CSS – combustibile;kg;Piemonte;13;1040330.0;1040330.0;1040330.0
2026;BI;Carta e cartone;kg;Piemonte;10;9277320.0;10801230.0;10801230.0
2026;BI;Granulato di Conglomerato bituminoso;kg;Piemonte;20;35476000.0;44748010.0;44748010.0
2026;BI;Legno e sughero;kg;Piemonte;12;302256.0;344415.0;440836.0
2026;BI;Materiali ceramici;kg;Piemonte;17;829360.0;1257440.0;1257440.0
2026;BI;Plastica;kg;Piemonte;11;2477315.0;2791299.0;2861972.0
2026;BI;Rottami di alluminio;kg;Piemonte;6;142530.0;142530.0;142530.0
2026;BI;Rottami di ferro e acciaio;kg;Piemonte;8;6705213.0;6825093.0;6885093.0
2026;BI;Rottami di rame;kg;Piemonte;9;5150.0;5150.0;5150.0
2026;BI;Rottami di vetro;kg;Piemonte;7;44435308.0;50307200.0;52133200.0
2026;BL;Aggregati riciclati;kg;Veneto;5;118357436.0;143102136.0;145030716.0
2026;BL;Altro;kg;Veneto;23;1098301.0;1465858.0;1466038.0
2026;BL;Ammendante compostato misto;kg;Veneto;2;3735160.0;4698570.0;4698570.0
2026;BL;Carta e cartone;kg;Veneto;10;1156870.0;1211590.0;1546770.0
2026;BL;Digestato;kg;Veneto;4;233800.0;233800.0;
2026;BL;Legno e sughero;kg;Veneto;12;2380.0;2380.0;2380.0
2026;BL;Plastica;kg;Veneto;11;203059.0;312669.0;312669.0
2026;BL;Rottami di alluminio;kg;Veneto;6;398021.0;398021.0;398021.0
2026;BL;Rottami di ferro e acciaio;kg;Veneto;8;2986348.0;3285250.0;3449470.0
2026;BL;Rottami di rame;kg;Veneto;9;148810.0;245831.0;245831.0
2026;BN;Aggregati riciclati;kg;Campania;5;103220472.0;130990686.0;134459927.0
2026;BN;Altro;kg;Campania;23;89471410.0;118291180.0;118291180.0
2026;BN;Carta e cartone;kg;Campania;10;8231161.0;9580731.0;9992211.0
2026;BN;Granulato di Conglomerato bituminoso;kg;Campania;20;16439213.0;21879403.0;22364364.0
2026;BN;Plastica;kg;Campania;11;110297.0;202887.0;202887.0
2026;BN;Rottami di ferro e acciaio;kg;Campania;8;5738661.0;6778771.0;6778771.0
2026;BN;Tessili;kg;Campania;14;2244931.0;2612206.0;2660806.0
2026;BO;Aggregati riciclati;kg;Emilia Romagna;5;615077996.0;714079057.0;715235977.0
2026;BO;Altri Ammendanti;kg;Emilia Romagna;3;1288000.0;1865100.0;1865100.0
2026;BO;Altro;kg;Emilia Romagna;23;73042408.0;87541179.0;88898004.0
2026;BO;Ammendante compostato misto;kg;Emilia Romagna;2;16159850.0;16652290.0;16792770.0
2026;BO;Ammendante compostato verde;kg;Emilia Romagna;1;4117270.0;4864270.0;4864270.0
2026;BO;Carta e cartone;kg;Emilia Romagna;10;71215482.0;80616759.0;81534233.0
2026;BO;Correttivi da Fanghi;kg;Emilia Romagna;18;115770.0;115770.0;115770.0
2026;BO;Gomma vulcanizzata da PFU;kg;Emilia Romagna;22;511732.0;540137.0;558813.0
2026;BO;Granulato di Conglomerato bituminoso;kg;Emilia Romagna;20;79047420.0;104315271.0;104315271.0
2026;BO;Legno e sughero;kg;Emilia Romagna;12;5770823.0;6501639.0;6549459.0
2026;BO;Plastica;kg;Emilia Romagna;11;2577576.0;2929023.0;2929023.0
2026;BO;Rottami di alluminio;kg;Emilia Romagna;6;6334941.0;6567081.0;6853211.0
2026;BO;Rottami di ferro e acciaio;kg;Emilia Romagna;8;140613622.0;148359987.0;152981840.0
2026;BO;Rottami di rame;kg;Emilia Romagna;9;4105727.0;4472517.0;4672904.0
2026;BO;Tessili;kg;Emilia Romagna;14;529.0;554.0;554.0
2026;BR;Aggregati riciclati;kg;Puglia;5;220844094.0;253614024.0;284590244.0
2026;BR;Altro;kg;Puglia;23;7755195.0;8381475.0;10126365.0
2026;BR;Ammendante compostato misto;kg;Puglia;2;7037000.0;7817000.0;7817000.0
2026;BR;Carta e cartone;kg;Puglia;10;2076010.0;2476940.0;2607770.0
2026;BR;Granulato di Conglomerato bituminoso;kg;Puglia;20;754210.0;1532110.0;1532110.0
2026;BR;Legno e sughero;kg;Puglia;12;45640.0;53400.0;58080.0
2026;BR;Plastica;kg;Puglia;11;368010.0;420160.0;420160.0
2026;BR;Rottami di alluminio;kg;Puglia;6;150011.0;165171.0;165171.0
2026;BR;Rottami di ferro e acciaio;kg;Puglia;8;31958337.0;35071557.0;35551557.0
2026;BR;Rottami di rame;kg;Puglia;9;1930.0;1930.0;1930.0
2026;BR;Tessili;kg;Puglia;14;25010.0;27220.0;27220.0
2026;BS;Aggregati riciclati;kg;Lombardia;5;1804204200.0;2054824075.0;2074606845.0
2026;BS;Altri Ammendanti;kg;Lombardia;3;1291160.0;2225590.0;2277270.0
2026;BS;Altro;kg;Lombardia;23;619481617.0;715340359.0;722018452.0
2026;BS;Ammendante compostato verde;kg;Lombardia;1;38452680.0;46791590.0;46791590.0
2026;BS;CSS – combustibile;kg;Lombardia;13;68016200.0;68915400.0;68915400.0
2026;BS;Carta e cartone;kg;Lombardia;10;88116119.0;101323993.0;103687695.0
2026;BS;Cuoio;kg;Lombardia;16;16.0;16.0;16.0
2026;BS;Gomma vulcanizzata da PFU;kg;Lombardia;22;7825410.0;9481600.0;9481600.0
2026;BS;Granulato di Conglomerato bituminoso;kg;Lombardia;20;140009700.0;165260900.0;165260900.0
2026;BS;Legno e sughero;kg;Lombardia;12;11252450.0;12914770.0;14260410.0
2026;BS;Plastica;kg;Lombardia;11;29168963.0;34731075.0;35428234.0
2026;BS;Rottami di alluminio;kg;Lombardia;6;113305147.0;126263111.0;128598471.0
2026;BS;Rottami di ferro e acciaio;kg;Lombardia;8;541723941.0;624412074.0;637285948.0
2026;BS;Rottami di rame;kg;Lombardia;9;24367639.0;28823131.0;29233708.0
2026;BS;Rottami di vetro;kg;Lombardia;7;16643470.0;18476990.0;18476990.0
2026;BS;Tessili;kg;Lombardia;14;240839.0;281308.0;281431.0
2026;BT;Aggregati riciclati;kg;Puglia;5;147481705.0;166520485.0;171424980.0
2026;BT;Altro;kg;Puglia;23;1649396.0;1683837.0;1962639.0
2026;BT;Ammendante compostato misto;kg;Puglia;2;1874590.0;1874590.0;1874590.0
2026;BT;CSS – combustibile;kg;Puglia;13;25747430.0;26826110.0;26826110.0
2026;BT;Carta e cartone;kg;Puglia;10;16318102.0;18528792.0;18880052.0
2026;BT;Gomma vulcanizzata da PFU;kg;Puglia;22;7000.0;7000.0;7000.0
2026;BT;Granulato di Conglomerato bituminoso;kg;Puglia;20;38245280.0;38579820.0;39449820.0
2026;BT;Legno e sughero;kg;Puglia;12;195125.0;271270.0;271270.0
2026;BT;Plastica;kg;Puglia;11;4265003.0;5059914.0;5446754.0
2026;BT;Rottami di alluminio;kg;Puglia;6;898915.0;1046228.0;1259733.0
2026;BT;Rottami di ferro e acciaio;kg;Puglia;8;11906522.0;11964430.0;12199630.0
2026;BT;Rottami di rame;kg;Puglia;9;880718.0;1055030.0;1165928.0
2026;BT;Rottami di vetro;kg;Puglia;7;7872440.0;15547440.0;15667440.0
2026;BT;Tessili;kg;Puglia;14;529112.0;679801.0;679801.0
2026;BZ;Aggregati riciclati;kg;Trentino Alto Adige;5;619803164.0;696599222.0;723739472.0
2026;BZ;Altri Ammendanti;kg;Trentino Alto Adige;3;58210.0;76480.0;107040.0
2026;BZ;Altro;kg;Trentino Alto Adige;23;22791561.0;26260685.0;28817325.0
2026;BZ;Ammendante compostato misto;kg;Trentino Alto Adige;2;4123960.0;4900250.0;5044560.0
2026;BZ;Ammendante compostato verde;kg;Trentino Alto Adige;1;664390.0;677500.0;695060.0
2026;BZ;Carta e cartone;kg;Trentino Alto Adige;10;16463222.0;19540107.0;20278867.0
2026;BZ;Gomma;kg;Trentino Alto Adige;15;4138380.0;4940460.0;5090860.0
2026;BZ;Granulato di Conglomerato bituminoso;kg;Trentino Alto Adige;20;11455780.0;13663055.0;14407085.0
2026;BZ;Legno e sughero;kg;Trentino Alto Adige;12;3398266.0;3958996.0;4418976.0
2026;BZ;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;kg;Trentino Alto Adige;21;16810.0;16810.0;16810.0
2026;BZ;Plastica;kg;Trentino Alto Adige;11;2356928.0;2774979.0;2861659.0
2026;BZ;Rottami di alluminio;kg;Trentino Alto Adige;6;128029.0;147403.0;147403.0
2026;BZ;Rottami di ferro e acciaio;kg;Trentino Alto Adige;8;18203913.0;20802989.0;20802989.0
2026;BZ;Rottami di rame;kg;Trentino Alto Adige;9;67780.0;110355.0;110355.0
2026;CA;Aggregati riciclati;kg;Sardegna;5;257381252.0;314004695.0;316854029.0
2026;CA;Altro;kg;Sardegna;23;8954996.0;9957188.0;10121770.0
2026;CA;Ammendante compostato verde;kg;Sardegna;1;2103750.0;2637770.0;2637770.0
2026;CA;Carta e cartone;kg;Sardegna;10;7506970.0;11682827.0;11878327.0
2026;CA;Granulato di Conglomerato bituminoso;kg;Sardegna;20;14110240.0;15282040.0;15419740.0
2026;CA;Legno e sughero;kg;Sardegna;12;2856.0;3615.0;3615.0
2026;CA;Plastica;kg;Sardegna;11;582036.0;696178.0;723356.0
2026;CA;Rottami di ferro e acciaio;kg;Sardegna;8;21941055.0;23372224.0;23833491.0
2026;CB;Aggregati riciclati;kg;Molise;5;40791702.0;45065762.0;45065762.0
2026;CB;Altri Ammendanti;kg;Molise;3;680000.0;900000.0;900000.0
2026;CB;Altro;kg;Molise;23;8495612.0;9358480.0;10270440.0
2026;CB;Carta e cartone;kg;Molise;10;3243420.0;3815420.0;3835040.0
2026;CB;Granulato di Conglomerato bituminoso;kg;Molise;20;72987420.0;84712930.0;89786360.0
2026;CB;Plastica;kg;Molise;11;26965.0;44255.0;44255.0
2026;CB;Rottami di ferro e acciaio;kg;Molise;8;2932054.0;3298054.0;3447054.0
2026;CE;Aggregati riciclati;kg;Campania;5;520894532.0;636414868.0;658893858.0
2026;CE;Altri Ammendanti;kg;Campania;3;673770.0;673770.0;673770.0
2026;CE;Altro;kg;Campania;23;16582812.0;20124292.0;21306212.0
2026;CE;CSS – combustibile;kg;Campania;13;67895.0;67895.0;67895.0
2026;CE;Carta e cartone;kg;Campania;10;51862204.0;61596478.0;63300405.0
2026;CE;Digestato;kg;Campania;4;300000.0;300000.0;300000.0
2026;CE;Gomma;kg;Campania;15;17400.0;17400.0;17400.0
2026;CE;Gomma vulcanizzata da PFU;kg;Campania;22;653250.0;1003450.0;1003450.0
2026;CE;Granulato di Conglomerato bituminoso;kg;Campania;20;22102830.0;28156780.0;28272880.0
2026;CE;Legno e sughero;kg;Campania;12;996180.0;1463920.0;1481960.0
2026;CE;Plastica;kg;Campania;11;5616822.0;6199824.0;6302304.0
2026;CE;Rottami di alluminio;kg;Campania;6;4035164.0;4263014.0;4361294.0
2026;CE;Rottami di ferro e acciaio;kg;Campania;8;26926071.0;30332141.0;31535516.0
2026;CE;Rottami di rame;kg;Campania;9;3221684.0;3291064.0;3445594.0
2026;CE;Rottami di vetro;kg;Campania;7;620.0;620.0;620.0
2026;CE;Tessili;kg;Campania;14;43052844.0;49361909.0;50411984.0
2026;CH;Aggregati riciclati;kg;Abruzzo;5;177761503.0;223976099.0;224391189.0
2026;CH;Altro;kg;Abruzzo;23;29990315.0;30912442.0;42119196.0
2026;CH;CSS – combustibile;kg;Abruzzo;13;;;31678.0
2026;CH;Carta e cartone;kg;Abruzzo;10;22373993.0;28002454.0;28134323.0
2026;CH;Granulato di Conglomerato bituminoso;kg;Abruzzo;20;5942090.0;5942090.0;5942090.0
2026;CH;Legno e sughero;kg;Abruzzo;12;147970.0;184360.0;185360.0
2026;CH;Materiali ceramici;kg;Abruzzo;17;1463520.0;1885740.0;1916680.0
2026;CH;Plastica;kg;Abruzzo;11;3607009.0;4170329.0;4205929.0
2026;CH;Rottami di alluminio;kg;Abruzzo;6;18714.0;18784.0;20064.0
2026;CH;Rottami di ferro e acciaio;kg;Abruzzo;8;12714238.0;14048508.0;15638700.0
2026;CH;Rottami di rame;kg;Abruzzo;9;5588.0;5588.0;5608.0
2026;CH;Rottami di vetro;kg;Abruzzo;7;;1812.0;1812.0
2026;CH;Tessili;kg;Abruzzo;14;400.0;400.0;400.0
2026;CI;Granulato di Conglomerato bituminoso;kg;Sardegna;20;3750000.0;3750000.0;3750000.0
2026;CL;Aggregati riciclati;kg;Sicilia;5;26494668.0;33032408.0;33618948.0
2026;CL;Altro;kg;Sicilia;23;11009795.0;12497755.0;12497755.0
2026;CL;Ammendante compostato misto;kg;Sicilia;2;1500000.0;2750000.0;2750000.0
2026;CL;Granulato di Conglomerato bituminoso;kg;Sicilia;20;;989620.0;989620.0
2026;CL;Plastica;kg;Sicilia;11;8388395.0;9506555.0;9802625.0
2026;CN;Aggregati riciclati;kg;Piemonte;5;369350287.0;414355603.0;428175283.0
2026;CN;Altro;kg;Piemonte;23;48009959.0;53187051.0;53407453.0
2026;CN;Ammendante compostato misto;kg;Piemonte;2;18807090.0;20451630.0;20441290.0
2026;CN;Ammendante compostato verde;kg;Piemonte;1;1053520.0;1364700.0;1638680.0
2026;CN;Carta e cartone;kg;Piemonte;10;57807217.0;68053514.0;71322302.0
2026;CN;Granulato di Conglomerato bituminoso;kg;Piemonte;20;58920955.0;64850302.0;74136420.0
2026;CN;Legno e sughero;kg;Piemonte;12;1522040.0;1718380.0;1764870.0
2026;CN;Plastica;kg;Piemonte;11;41165021.0;50145671.0;50428366.0
2026;CN;Rottami di alluminio;kg;Piemonte;6;859731.0;918640.0;918640.0
2026;CN;Rottami di ferro e acciaio;kg;Piemonte;8;58912205.0;65329962.0;66788833.0
2026;CN;Rottami di rame;kg;Piemonte;9;83552.0;83552.0;83552.0
2026;CN;Tessili;kg;Piemonte;14;16708.0;17598.0;17598.0
2026;CO;Aggregati riciclati;kg;Lombardia;5;167139464.0;188492064.0;192287644.0
2026;CO;Altro;kg;Lombardia;23;13694933.0;15693088.0;15870328.0
2026;CO;Ammendante compostato verde;kg;Lombardia;1;19598702.0;21447670.0;21625270.0
2026;CO;CSS – combustibile;kg;Lombardia;13;4605089.0;7033595.0;7033595.0
2026;CO;Carta e cartone;kg;Lombardia;10;22830582.0;26980418.0;27235298.0
2026;CO;Gomma;kg;Lombardia;15;175973.0;175973.0;186133.0
2026;CO;Gomma vulcanizzata da PFU;kg;Lombardia;22;700000.0;700000.0;700000.0
2026;CO;Granulato di Conglomerato bituminoso;kg;Lombardia;20;30554090.0;40057700.0;46243520.0
2026;CO;Legno e sughero;kg;Lombardia;12;1584810.0;1742610.0;1819470.0
2026;CO;Plastica;kg;Lombardia;11;12540025.0;14156908.0;14243273.0
2026;CO;Rottami di alluminio;kg;Lombardia;6;446176.0;474530.0;482370.0
2026;CO;Rottami di ferro e acciaio;kg;Lombardia;8;81979744.0;88443837.0;91609530.0
2026;CO;Rottami di rame;kg;Lombardia;9;183787.0;207816.0;208718.0
2026;CO;Rottami di vetro;kg;Lombardia;7;54540.0;54540.0;54540.0
2026;CO;Tessili;kg;Lombardia;14;9300.0;;
2026;CR;Aggregati riciclati;kg;Lombardia;5;252262445.0;328352752.0;333012692.0
2026;CR;Altro;kg;Lombardia;23;28639882.0;30794112.0;32913109.0
2026;CR;Ammendante compostato verde;kg;Lombardia;1;144001.0;144001.0;144001.0
2026;CR;Carta e cartone;kg;Lombardia;10;9974360.0;11647450.0;11980630.0
2026;CR;Gomma;kg;Lombardia;15;1552925.0;1552925.0;1552925.0
2026;CR;Granulato di Conglomerato bituminoso;kg;Lombardia;20;10187020.0;12912680.0;12912680.0
2026;CR;Legno e sughero;kg;Lombardia;12;3455690.0;4420560.0;4420560.0
2026;CR;Plastica;kg;Lombardia;11;1802537.0;1958411.0;2009723.0
2026;CR;Rottami di alluminio;kg;Lombardia;6;211160.0;218040.0;230390.0
2026;CR;Rottami di ferro e acciaio;kg;Lombardia;8;27992604.0;31315066.0;31601406.0
2026;CR;Rottami di rame;kg;Lombardia;9;48899.0;61526.0;61526.0
2026;CR;Tessili;kg;Lombardia;14;181865.0;181865.0;181865.0
2026;CS;Aggregati riciclati;kg;Calabria;5;155222632.0;508329442.0;828663542.0
2026;CS;Altro;kg;Calabria;23;9394134.0;10980996.0;11735427.0
2026;CS;Carta e cartone;kg;Calabria;10;8759030.0;10160390.0;10457850.0
2026;CS;Granulato di Conglomerato bituminoso;kg;Calabria;20;20896081.0;42469311.0;44831417.0
2026;CS;Plastica;kg;Calabria;11;800.0;800.0;800.0
2026;CS;Rottami di alluminio;kg;Calabria;6;134380.0;134380.0;134380.0
2026;CS;Rottami di ferro e acciaio;kg;Calabria;8;5623630.0;6459840.0;6880910.0
2026;CS;Rottami di rame;kg;Calabria;9;4000.0;4000.0;4000.0
2026;CS;Tessili;kg;Calabria;14;478623.0;511833.0;527043.0
2026;CT;Aggregati riciclati;kg;Sicilia;5;264837670.0;303939810.0;307425790.0
2026;CT;Altri Ammendanti;kg;Sicilia;3;44346836.0;51606781.0;51606781.0
2026;CT;Altro;kg;Sicilia;23;33755587.0;41566082.0;42504982.0
2026;CT;Ammendante compostato misto;kg;Sicilia;2;15181038.0;18775055.0;18775055.0
2026;CT;Ammendante compostato verde;kg;Sicilia;1;1011900.0;1011900.0;1011900.0
2026;CT;Carta e cartone;kg;Sicilia;10;12799740.0;17062020.0;17062020.0
2026;CT;Granulato di Conglomerato bituminoso;kg;Sicilia;20;1457230.0;4607350.0;4607350.0
