Anno;Provincia produttore;Regione;Materiale;Materiale_ID;Quantita;Unita di misura
2026;NU;Sardegna;Rottami di alluminio;6;29520;kg
2026;NU;Sardegna;Rottami di ferro e acciaio;8;354128;kg
2026;NU;Sardegna;Carta e cartone;10;11289290;kg
2026;NU;Sardegna;Plastica;11;9580;kg
2026;NU;Sardegna;Granulato di Conglomerato bituminoso;20;1900910;kg
2026;OG;Sardegna;Ammendante compostato misto;2;1083030;kg
2026;OR;Sardegna;Ammendante compostato misto;2;5596740;kg
2026;OR;Sardegna;Aggregati riciclati;5;66462810;kg
2026;OR;Sardegna;Rottami di ferro e acciaio;8;1119320;kg
2026;OR;Sardegna;Carta e cartone;10;4809740;kg
2026;OR;Sardegna;Plastica;11;1223000;kg
2026;OR;Sardegna;Granulato di Conglomerato bituminoso;20;1100000;kg
2026;OR;Sardegna;Altro;23;2373710;kg
2026;OT;Sardegna;Aggregati riciclati;5;3503315;kg
2026;PA;Sicilia;Aggregati riciclati;5;663001719;kg
2026;PA;Sicilia;Rottami di alluminio;6;1116263;kg
2026;PA;Sicilia;Rottami di ferro e acciaio;8;10130827;kg
2026;PA;Sicilia;Carta e cartone;10;18745369;kg
2026;PA;Sicilia;Plastica;11;189531;kg
2026;PA;Sicilia;Gomma;15;2721100;kg
2026;PA;Sicilia;Granulato di Conglomerato bituminoso;20;69040690;kg
2026;PA;Sicilia;Gomma vulcanizzata da PFU;22;3106264;kg
2026;PA;Sicilia;Altro;23;10222382;kg
2026;PC;Emilia Romagna;Ammendante compostato verde;1;2613740;kg
2026;PC;Emilia Romagna;Ammendante compostato misto;2;5881620;kg
2026;PC;Emilia Romagna;Aggregati riciclati;5;150743760;kg
2026;PC;Emilia Romagna;Rottami di alluminio;6;502997;kg
2026;PC;Emilia Romagna;Rottami di ferro e acciaio;8;18654311;kg
2026;PC;Emilia Romagna;Rottami di rame;9;5330;kg
2026;PC;Emilia Romagna;Carta e cartone;10;24565200;kg
2026;PC;Emilia Romagna;Plastica;11;4255024;kg
2026;PC;Emilia Romagna;Legno e sughero;12;275474550;kg
2026;PC;Emilia Romagna;Correttivi da Fanghi;18;26205230;kg
2026;PC;Emilia Romagna;Granulato di Conglomerato bituminoso;20;61499740;kg
2026;PC;Emilia Romagna;Altro;23;19557992;kg
2026;PD;Veneto;Ammendante compostato misto;2;18735920;kg
2026;PD;Veneto;Aggregati riciclati;5;440072688;kg
2026;PD;Veneto;Rottami di alluminio;6;6532565;kg
2026;PD;Veneto;Rottami di ferro e acciaio;8;313839323;kg
2026;PD;Veneto;Rottami di rame;9;4402850;kg
2026;PD;Veneto;Carta e cartone;10;68215049;kg
2026;PD;Veneto;Plastica;11;17732605;kg
2026;PD;Veneto;Legno e sughero;12;543607;kg
2026;PD;Veneto;Tessili;14;658497;kg
2026;PD;Veneto;Gomma;15;220150;kg
2026;PD;Veneto;Granulato di Conglomerato bituminoso;20;127714700;kg
2026;PD;Veneto;Altro;23;137763395;kg
2026;PE;Abruzzo;Aggregati riciclati;5;108414188;kg
2026;PE;Abruzzo;Rottami di alluminio;6;78140;kg
2026;PE;Abruzzo;Rottami di vetro;7;770;kg
2026;PE;Abruzzo;Rottami di ferro e acciaio;8;12259520;kg
2026;PE;Abruzzo;Rottami di rame;9;10370;kg
2026;PE;Abruzzo;Carta e cartone;10;7685727;kg
2026;PE;Abruzzo;Plastica;11;14694;kg
2026;PE;Abruzzo;Tessili;14;250;kg
2026;PE;Abruzzo;Gomma;15;1100;kg
2026;PE;Abruzzo;Granulato di Conglomerato bituminoso;20;23960540;kg
2026;PE;Abruzzo;Gomma vulcanizzata da PFU;22;450;kg
2026;PE;Abruzzo;Altro;23;164096;kg
2026;PG;Umbria;Ammendante compostato verde;1;990546;kg
2026;PG;Umbria;Ammendante compostato misto;2;7330088;kg
2026;PG;Umbria;Aggregati riciclati;5;328036834;kg
2026;PG;Umbria;Rottami di alluminio;6;249374;kg
2026;PG;Umbria;Rottami di vetro;7;116462181;kg
2026;PG;Umbria;Rottami di ferro e acciaio;8;63390932;kg
2026;PG;Umbria;Rottami di rame;9;566859;kg
2026;PG;Umbria;Carta e cartone;10;49673988;kg
2026;PG;Umbria;Plastica;11;26800461;kg
2026;PG;Umbria;Tessili;14;2845603;kg
2026;PG;Umbria;Granulato di Conglomerato bituminoso;20;76446062;kg
2026;PG;Umbria;Altro;23;25345219;kg
2026;PI;Toscana;Ammendante compostato misto;2;895776;kg
2026;PI;Toscana;Aggregati riciclati;5;60671944;kg
2026;PI;Toscana;Rottami di alluminio;6;4360616;kg
2026;PI;Toscana;Rottami di ferro e acciaio;8;160968111;kg
2026;PI;Toscana;Rottami di rame;9;113930;kg
2026;PI;Toscana;Carta e cartone;10;1638431;kg
2026;PI;Toscana;Plastica;11;1813712;kg
2026;PI;Toscana;Legno e sughero;12;10083502;kg
2026;PI;Toscana;Altri Fertilizzanti;19;12351540;kg
2026;PI;Toscana;Granulato di Conglomerato bituminoso;20;34116259;kg
2026;PI;Toscana;Altro;23;58177989;kg
2026;PN;Friuli Venezia Giulia;Ammendante compostato verde;1;6460048;kg
2026;PN;Friuli Venezia Giulia;Ammendante compostato misto;2;23500000;kg
2026;PN;Friuli Venezia Giulia;Aggregati riciclati;5;464110840;kg
2026;PN;Friuli Venezia Giulia;Rottami di alluminio;6;288952;kg
2026;PN;Friuli Venezia Giulia;Rottami di vetro;7;107993118;kg
2026;PN;Friuli Venezia Giulia;Rottami di ferro e acciaio;8;23598104;kg
2026;PN;Friuli Venezia Giulia;Rottami di rame;9;69037;kg
2026;PN;Friuli Venezia Giulia;Carta e cartone;10;18765015;kg
2026;PN;Friuli Venezia Giulia;Plastica;11;2315328;kg
2026;PN;Friuli Venezia Giulia;Legno e sughero;12;5285139;kg
2026;PN;Friuli Venezia Giulia;Tessili;14;62715;kg
2026;PN;Friuli Venezia Giulia;Granulato di Conglomerato bituminoso;20;80153850;kg
2026;PN;Friuli Venezia Giulia;Altro;23;73764784;kg
2026;PO;Toscana;Aggregati riciclati;5;299473570;kg
2026;PO;Toscana;Rottami di alluminio;6;18600;kg
2026;PO;Toscana;Rottami di ferro e acciaio;8;7459075;kg
2026;PO;Toscana;Carta e cartone;10;43587180;kg
2026;PO;Toscana;Plastica;11;280241;kg
2026;PO;Toscana;Tessili;14;14231697;kg
2026;PO;Toscana;Altro;23;5390030;kg
2026;PR;Emilia Romagna;Ammendante compostato misto;2;62047;kg
2026;PR;Emilia Romagna;Aggregati riciclati;5;162166667;kg
2026;PR;Emilia Romagna;Rottami di alluminio;6;442148;kg
2026;PR;Emilia Romagna;Rottami di vetro;7;195610;kg
2026;PR;Emilia Romagna;Rottami di ferro e acciaio;8;82156728;kg
2026;PR;Emilia Romagna;Rottami di rame;9;133995;kg
2026;PR;Emilia Romagna;Carta e cartone;10;61268438;kg
2026;PR;Emilia Romagna;Plastica;11;5144044;kg
2026;PR;Emilia Romagna;Legno e sughero;12;495202;kg
2026;PR;Emilia Romagna;Tessili;14;413652;kg
2026;PR;Emilia Romagna;Gomma;15;3240;kg
2026;PR;Emilia Romagna;Granulato di Conglomerato bituminoso;20;28676540;kg
2026;PR;Emilia Romagna;Altro;23;8855859;kg
2026;PT;Toscana;Aggregati riciclati;5;135936812;kg
2026;PT;Toscana;Rottami di alluminio;6;6430;kg
2026;PT;Toscana;Rottami di ferro e acciaio;8;5960710;kg
2026;PT;Toscana;Carta e cartone;10;15310174;kg
2026;PT;Toscana;Plastica;11;626793;kg
2026;PT;Toscana;Legno e sughero;12;451459;kg
2026;PT;Toscana;Tessili;14;145;kg
2026;PT;Toscana;Granulato di Conglomerato bituminoso;20;72105005;kg
2026;PT;Toscana;Altro;23;43036;kg
2026;PU;Marche;Ammendante compostato verde;1;1373680;kg
2026;PU;Marche;Aggregati riciclati;5;47725338;kg
2026;PU;Marche;Rottami di alluminio;6;1560652;kg
2026;PU;Marche;Rottami di vetro;7;11272640;kg
2026;PU;Marche;Rottami di ferro e acciaio;8;30602763;kg
2026;PU;Marche;Rottami di rame;9;13194;kg
2026;PU;Marche;Carta e cartone;10;11251580;kg
2026;PU;Marche;Plastica;11;431327;kg
2026;PU;Marche;Legno e sughero;12;1068890;kg
2026;PU;Marche;Altro;23;4626884;kg
2026;PV;Lombardia;Ammendante compostato verde;1;5696650;kg
2026;PV;Lombardia;Ammendante compostato misto;2;1193520;kg
2026;PV;Lombardia;Altri Ammendanti;3;53308220;kg
2026;PV;Lombardia;Aggregati riciclati;5;792499682;kg
2026;PV;Lombardia;Rottami di alluminio;6;483666;kg
2026;PV;Lombardia;Rottami di ferro e acciaio;8;16004854;kg
2026;PV;Lombardia;Rottami di rame;9;65095;kg
2026;PV;Lombardia;Carta e cartone;10;6369862;kg
2026;PV;Lombardia;Plastica;11;24278603;kg
2026;PV;Lombardia;Legno e sughero;12;1713660;kg
2026;PV;Lombardia;Cuoio;16;418710;kg
2026;PV;Lombardia;Correttivi da Fanghi;18;191924270;kg
2026;PV;Lombardia;Altri Fertilizzanti;19;6055000;kg
2026;PV;Lombardia;Granulato di Conglomerato bituminoso;20;50542310;kg
2026;PV;Lombardia;Altro;23;145306349;kg
2026;PZ;Basilicata;Aggregati riciclati;5;92050757;kg
2026;PZ;Basilicata;Rottami di alluminio;6;2351292;kg
2026;PZ;Basilicata;Rottami di vetro;7;900;kg
2026;PZ;Basilicata;Rottami di ferro e acciaio;8;209049003;kg
2026;PZ;Basilicata;Carta e cartone;10;4245633;kg
2026;PZ;Basilicata;Plastica;11;1972429;kg
2026;PZ;Basilicata;Legno e sughero;12;100;kg
2026;PZ;Basilicata;CSS – combustibile;13;8702875;kg
2026;PZ;Basilicata;Gomma;15;1370;kg
2026;PZ;Basilicata;Granulato di Conglomerato bituminoso;20;22248700;kg
2026;PZ;Basilicata;Gomma vulcanizzata da PFU;22;7824650;kg
2026;PZ;Basilicata;Altro;23;114749;kg
2026;RA;Emilia Romagna;Ammendante compostato verde;1;7651060;kg
2026;RA;Emilia Romagna;Ammendante compostato misto;2;4537900;kg
2026;RA;Emilia Romagna;Altri Ammendanti;3;22891190;kg
2026;RA;Emilia Romagna;Aggregati riciclati;5;217311529;kg
2026;RA;Emilia Romagna;Rottami di alluminio;6;19030;kg
2026;RA;Emilia Romagna;Rottami di ferro e acciaio;8;31509322;kg
2026;RA;Emilia Romagna;Rottami di rame;9;2138007;kg
2026;RA;Emilia Romagna;Carta e cartone;10;24613590;kg
2026;RA;Emilia Romagna;Plastica;11;1222976;kg
2026;RA;Emilia Romagna;CSS – combustibile;13;18830500;kg
2026;RA;Emilia Romagna;Gomma;15;173300;kg
2026;RA;Emilia Romagna;Correttivi da Fanghi;18;57572090;kg
2026;RA;Emilia Romagna;Granulato di Conglomerato bituminoso;20;4316540;kg
2026;RA;Emilia Romagna;Gomma vulcanizzata da PFU;22;325000;kg
2026;RA;Emilia Romagna;Altro;23;86129633;kg
2026;RC;Calabria;Ammendante compostato verde;1;52810;kg
2026;RC;Calabria;Ammendante compostato misto;2;13764651;kg
2026;RC;Calabria;Altri Ammendanti;3;23350;kg
2026;RC;Calabria;Aggregati riciclati;5;111974967;kg
2026;RC;Calabria;Rottami di ferro e acciaio;8;319000;kg
2026;RC;Calabria;Carta e cartone;10;3104957;kg
2026;RC;Calabria;Plastica;11;11495;kg
2026;RC;Calabria;Legno e sughero;12;5250;kg
2026;RC;Calabria;Altro;23;376015;kg
2026;RE;Emilia Romagna;Ammendante compostato misto;2;5777800;kg
2026;RE;Emilia Romagna;Altri Ammendanti;3;22045430;kg
2026;RE;Emilia Romagna;Aggregati riciclati;5;155587851;kg
2026;RE;Emilia Romagna;Rottami di alluminio;6;641609;kg
2026;RE;Emilia Romagna;Rottami di vetro;7;2520;kg
2026;RE;Emilia Romagna;Rottami di ferro e acciaio;8;41746808;kg
2026;RE;Emilia Romagna;Rottami di rame;9;40175;kg
2026;RE;Emilia Romagna;Carta e cartone;10;17970710;kg
2026;RE;Emilia Romagna;Plastica;11;3361948;kg
2026;RE;Emilia Romagna;Legno e sughero;12;32720270;kg
2026;RE;Emilia Romagna;Tessili;14;883450;kg
2026;RE;Emilia Romagna;Materiali ceramici;17;14612810;kg
2026;RE;Emilia Romagna;Correttivi da Fanghi;18;5691170;kg
2026;RE;Emilia Romagna;Granulato di Conglomerato bituminoso;20;7288060;kg
2026;RE;Emilia Romagna;Altro;23;14795032;kg
2026;RG;Sicilia;Ammendante compostato misto;2;2930685;kg
2026;RG;Sicilia;Altri Ammendanti;3;125950;kg
2026;RG;Sicilia;Aggregati riciclati;5;166520071;kg
2026;RG;Sicilia;Rottami di alluminio;6;126752;kg
2026;RG;Sicilia;Rottami di ferro e acciaio;8;75119;kg
2026;RG;Sicilia;Carta e cartone;10;379790;kg
2026;RG;Sicilia;Plastica;11;23650474;kg
2026;RG;Sicilia;Legno e sughero;12;2700;kg
2026;RG;Sicilia;Granulato di Conglomerato bituminoso;20;4240385;kg
2026;RG;Sicilia;Altro;23;483797;kg
2026;RI;Lazio;Aggregati riciclati;5;85966982;kg
2026;RI;Lazio;Altro;23;9500316;kg
2026;RM;Lazio;Ammendante compostato verde;1;5401810;kg
2026;RM;Lazio;Ammendante compostato misto;2;3010710;kg
2026;RM;Lazio;Aggregati riciclati;5;187779945;kg
2026;RM;Lazio;Rottami di alluminio;6;7778975;kg
2026;RM;Lazio;Rottami di ferro e acciaio;8;113395693;kg
2026;RM;Lazio;Rottami di rame;9;1450539;kg
2026;RM;Lazio;Carta e cartone;10;178020053;kg
2026;RM;Lazio;Plastica;11;3274352;kg
2026;RM;Lazio;Legno e sughero;12;123510;kg
2026;RM;Lazio;CSS – combustibile;13;16935840;kg
2026;RM;Lazio;Tessili;14;733029;kg
2026;RM;Lazio;Granulato di Conglomerato bituminoso;20;283313021;kg
2026;RM;Lazio;Altro;23;23727763;kg
2026;RN;Emilia Romagna;Ammendante compostato misto;2;1924960;kg
2026;RN;Emilia Romagna;Aggregati riciclati;5;385579242;kg
2026;RN;Emilia Romagna;Rottami di alluminio;6;958133;kg
2026;RN;Emilia Romagna;Rottami di ferro e acciaio;8;22344150;kg
2026;RN;Emilia Romagna;Rottami di rame;9;84015;kg
2026;RN;Emilia Romagna;Carta e cartone;10;18915110;kg
2026;RN;Emilia Romagna;Plastica;11;105940;kg
2026;RN;Emilia Romagna;CSS – combustibile;13;684940;kg
2026;RN;Emilia Romagna;Granulato di Conglomerato bituminoso;20;100119283;kg
2026;RN;Emilia Romagna;Altro;23;19846762;kg
2026;RO;Veneto;Aggregati riciclati;5;155828610;kg
2026;RO;Veneto;Rottami di alluminio;6;20600;kg
2026;RO;Veneto;Rottami di vetro;7;180310;kg
2026;RO;Veneto;Rottami di ferro e acciaio;8;6563418;kg
2026;RO;Veneto;Rottami di rame;9;20574;kg
2026;RO;Veneto;Carta e cartone;10;24114710;kg
2026;RO;Veneto;Plastica;11;17246733;kg
2026;RO;Veneto;Granulato di Conglomerato bituminoso;20;84614950;kg
2026;SA;Campania;Aggregati riciclati;5;752015791;kg
2026;SA;Campania;Rottami di alluminio;6;1286081;kg
2026;SA;Campania;Rottami di vetro;7;8537740;kg
2026;SA;Campania;Rottami di ferro e acciaio;8;90483132;kg
2026;SA;Campania;Rottami di rame;9;402305;kg
2026;SA;Campania;Carta e cartone;10;101301247;kg
2026;SA;Campania;Plastica;11;17906640;kg
2026;SA;Campania;Legno e sughero;12;385590;kg
2026;SA;Campania;CSS – combustibile;13;11610000;kg
2026;SA;Campania;Tessili;14;78337;kg
2026;SA;Campania;Granulato di Conglomerato bituminoso;20;12413320;kg
2026;SA;Campania;Gomma vulcanizzata da PFU;22;308864;kg
2026;SA;Campania;Altro;23;28127978;kg
2026;SI;Toscana;Ammendante compostato misto;2;4808647;kg
2026;SI;Toscana;Aggregati riciclati;5;196088982;kg
2026;SI;Toscana;Rottami di alluminio;6;73999;kg
2026;SI;Toscana;Rottami di ferro e acciaio;8;6585085;kg
2026;SI;Toscana;Rottami di rame;9;42955;kg
2026;SI;Toscana;Carta e cartone;10;12477569;kg
2026;SI;Toscana;Plastica;11;23265;kg
2026;SI;Toscana;Granulato di Conglomerato bituminoso;20;5050000;kg
2026;SI;Toscana;Altro;23;2095760;kg
2026;SO;Lombardia;Aggregati riciclati;5;209003575;kg
2026;SO;Lombardia;Rottami di ferro e acciaio;8;7124415;kg
2026;SO;Lombardia;Carta e cartone;10;1599590;kg
2026;SO;Lombardia;Plastica;11;900;kg
2026;SO;Lombardia;Legno e sughero;12;9200;kg
2026;SO;Lombardia;Granulato di Conglomerato bituminoso;20;38085649;kg
2026;SO;Lombardia;Altro;23;49303707;kg
2026;SP;Liguria;Aggregati riciclati;5;296410900;kg
2026;SP;Liguria;Rottami di alluminio;6;19430;kg
2026;SP;Liguria;Rottami di ferro e acciaio;8;12686377;kg
2026;SP;Liguria;Rottami di rame;9;14820;kg
2026;SP;Liguria;Carta e cartone;10;7994168;kg
2026;SP;Liguria;Legno e sughero;12;1550;kg
2026;SP;Liguria;Altro;23;30317;kg
2026;SR;Sicilia;Altri Ammendanti;3;16811535;kg
2026;SR;Sicilia;Aggregati riciclati;5;73237770;kg
2026;SR;Sicilia;Rottami di alluminio;6;115040;kg
2026;SR;Sicilia;Rottami di ferro e acciaio;8;26423015;kg
2026;SR;Sicilia;Rottami di rame;9;8414;kg
2026;SR;Sicilia;Carta e cartone;10;17140380;kg
2026;SR;Sicilia;Plastica;11;274913;kg
2026;SR;Sicilia;Altro;23;7094920;kg
2026;SS;Sardegna;Ammendante compostato verde;1;927520;kg
2026;SS;Sardegna;Ammendante compostato misto;2;3646450;kg
2026;SS;Sardegna;Aggregati riciclati;5;54177230;kg
2026;SS;Sardegna;Rottami di alluminio;6;50870;kg
2026;SS;Sardegna;Rottami di ferro e acciaio;8;7124896;kg
2026;SS;Sardegna;Rottami di rame;9;31840;kg
2026;SS;Sardegna;Carta e cartone;10;19257270;kg
2026;SS;Sardegna;Plastica;11;680;kg
2026;SS;Sardegna;Legno e sughero;12;240780;kg
2026;SS;Sardegna;Granulato di Conglomerato bituminoso;20;1405740;kg
2026;SS;Sardegna;Altro;23;6356846;kg
2026;SU;Sardegna;Ammendante compostato verde;1;216697;kg
2026;SU;Sardegna;Ammendante compostato misto;2;12795260;kg
2026;SU;Sardegna;Aggregati riciclati;5;66388467;kg
2026;SU;Sardegna;Rottami di ferro e acciaio;8;2002062;kg
2026;SU;Sardegna;Carta e cartone;10;20098350;kg
2026;SU;Sardegna;Granulato di Conglomerato bituminoso;20;6029770;kg
2026;SU;Sardegna;Altro;23;2084120;kg
2026;SV;Liguria;Ammendante compostato verde;1;2669610;kg
2026;SV;Liguria;Ammendante compostato misto;2;2603400;kg
2026;SV;Liguria;Aggregati riciclati;5;27620322;kg
2026;SV;Liguria;Rottami di alluminio;6;1397672;kg
2026;SV;Liguria;Rottami di vetro;7;124671807;kg
2026;SV;Liguria;Rottami di ferro e acciaio;8;23308921;kg
2026;SV;Liguria;Rottami di rame;9;4555;kg
2026;SV;Liguria;Carta e cartone;10;20589465;kg
2026;SV;Liguria;Legno e sughero;12;884958;kg
2026;SV;Liguria;Granulato di Conglomerato bituminoso;20;5997362;kg
2026;SV;Liguria;Altro;23;59679507;kg
2026;TA;Puglia;Ammendante compostato misto;2;8155380;kg
2026;TA;Puglia;Altri Ammendanti;3;9200000;kg
2026;TA;Puglia;Aggregati riciclati;5;139450909;kg
2026;TA;Puglia;Rottami di alluminio;6;132560;kg
2026;TA;Puglia;Rottami di ferro e acciaio;8;14661504;kg
2026;TA;Puglia;Rottami di rame;9;19990;kg
2026;TA;Puglia;Carta e cartone;10;20556953;kg
2026;TA;Puglia;Plastica;11;23566090;kg
2026;TA;Puglia;CSS – combustibile;13;8819080;kg
2026;TA;Puglia;Tessili;14;35360;kg
2026;TA;Puglia;Granulato di Conglomerato bituminoso;20;4509150;kg
2026;TA;Puglia;Altro;23;3287601;kg
2026;TE;Abruzzo;Ammendante compostato misto;2;1111475;kg
2026;TE;Abruzzo;Aggregati riciclati;5;157899560;kg
2026;TE;Abruzzo;Rottami di alluminio;6;1324181;kg
2026;TE;Abruzzo;Rottami di vetro;7;240040;kg
2026;TE;Abruzzo;Rottami di ferro e acciaio;8;45131632;kg
2026;TE;Abruzzo;Rottami di rame;9;214344;kg
2026;TE;Abruzzo;Carta e cartone;10;19158062;kg
2026;TE;Abruzzo;Plastica;11;25175875;kg
2026;TE;Abruzzo;Legno e sughero;12;9987028;kg
2026;TE;Abruzzo;Tessili;14;8200;kg
2026;TE;Abruzzo;Granulato di Conglomerato bituminoso;20;27749810;kg
2026;TE;Abruzzo;Altro;23;10306091;kg
2026;TN;Trentino Alto Adige;Ammendante compostato misto;2;20527181;kg
2026;TN;Trentino Alto Adige;Aggregati riciclati;5;567920006;kg
2026;TN;Trentino Alto Adige;Rottami di alluminio;6;460991;kg
2026;TN;Trentino Alto Adige;Rottami di ferro e acciaio;8;129364860;kg
2026;TN;Trentino Alto Adige;Rottami di rame;9;122310;kg
2026;TN;Trentino Alto Adige;Carta e cartone;10;69995123;kg
2026;TN;Trentino Alto Adige;Plastica;11;3230824;kg
2026;TN;Trentino Alto Adige;Legno e sughero;12;6053558;kg
2026;TN;Trentino Alto Adige;Tessili;14;760993;kg
2026;TN;Trentino Alto Adige;Granulato di Conglomerato bituminoso;20;132459910;kg
2026;TN;Trentino Alto Adige;Altro;23;9927695;kg
2026;TO;Piemonte;Ammendante compostato verde;1;8615415;kg
2026;TO;Piemonte;Ammendante compostato misto;2;9463486;kg
2026;TO;Piemonte;Altri Ammendanti;3;2670350;kg
2026;TO;Piemonte;Aggregati riciclati;5;1161099718;kg
2026;TO;Piemonte;Rottami di alluminio;6;6200852;kg
2026;TO;Piemonte;Rottami di vetro;7;21020;kg
2026;TO;Piemonte;Rottami di ferro e acciaio;8;0;
2026;TO;Piemonte;Rottami di ferro e acciaio;8;319192697;kg
2026;TO;Piemonte;Rottami di rame;9;5698809;kg
2026;TO;Piemonte;Carta e cartone;10;109777823;kg
2026;TO;Piemonte;Plastica;11;20458640;kg
2026;TO;Piemonte;Legno e sughero;12;12983287;kg
2026;TO;Piemonte;Tessili;14;88383;kg
2026;TO;Piemonte;Gomma;15;1201555;kg
2026;TO;Piemonte;Correttivi da Fanghi;18;8290;kg
2026;TO;Piemonte;Granulato di Conglomerato bituminoso;20;308053074;kg
2026;TO;Piemonte;Materiali secondari derivanti dal recupero di prodotti assorbenti per la persona;21;131348;kg
2026;TO;Piemonte;Gomma vulcanizzata da PFU;22;3721374;kg
2026;TO;Piemonte;Altro;23;0;
2026;TO;Piemonte;Altro;23;25554560;kg
2026;TP;Sicilia;Ammendante compostato verde;1;1267945;kg
2026;TP;Sicilia;Ammendante compostato misto;2;4732000;kg
2026;TP;Sicilia;Aggregati riciclati;5;151228318;kg
2026;TP;Sicilia;Carta e cartone;10;8150398;kg
2026;TP;Sicilia;Altro;23;7538287;kg
2026;TR;Umbria;Ammendante compostato misto;2;3429380;kg
2026;TR;Umbria;Aggregati riciclati;5;290928019;kg
2026;TR;Umbria;Rottami di alluminio;6;634799;kg
2026;TR;Umbria;Rottami di ferro e acciaio;8;23481568;kg
2026;TR;Umbria;Rottami di rame;9;313;kg
2026;TR;Umbria;Carta e cartone;10;13064630;kg
2026;TR;Umbria;Plastica;11;14062254;kg
2026;TR;Umbria;Legno e sughero;12;146925;kg
2026;TR;Umbria;Gomma;15;160;kg
2026;TR;Umbria;Granulato di Conglomerato bituminoso;20;47117446;kg
2026;TR;Umbria;Gomma vulcanizzata da PFU;22;1833383;kg
2026;TR;Umbria;Altro;23;11426628;kg
2026;TS;Friuli Venezia Giulia;Ammendante compostato misto;2;20240;kg
2026;TS;Friuli Venezia Giulia;Aggregati riciclati;5;25575000;kg
2026;TS;Friuli Venezia Giulia;Rottami di ferro e acciaio;8;4449720;kg
2026;TS;Friuli Venezia Giulia;Rottami di rame;9;35394;kg
2026;TS;Friuli Venezia Giulia;Carta e cartone;10;9967055;kg
2026;TV;Veneto;Ammendante compostato verde;1;408112;kg
2026;TV;Veneto;Ammendante compostato misto;2;11675990;kg
2026;TV;Veneto;Aggregati riciclati;5;677253190;kg
2026;TV;Veneto;Rottami di alluminio;6;3172735;kg
2026;TV;Veneto;Rottami di ferro e acciaio;8;240623679;kg
2026;TV;Veneto;Rottami di rame;9;795984;kg
2026;TV;Veneto;Carta e cartone;10;147096127;kg
2026;TV;Veneto;Plastica;11;50322021;kg
2026;TV;Veneto;Legno e sughero;12;5062154;kg
2026;TV;Veneto;Materiali ceramici;17;361940;kg
2026;TV;Veneto;Granulato di Conglomerato bituminoso;20;148581776;kg
2026;TV;Veneto;Gomma vulcanizzata da PFU;22;3778657;kg
2026;TV;Veneto;Altro;23;70100783;kg
2026;UD;Friuli Venezia Giulia;Ammendante compostato verde;1;5299880;kg
2026;UD;Friuli Venezia Giulia;Ammendante compostato misto;2;1100000;kg
2026;UD;Friuli Venezia Giulia;Aggregati riciclati;5;9332804213;kg
2026;UD;Friuli Venezia Giulia;Rottami di alluminio;6;896150;kg
2026;UD;Friuli Venezia Giulia;Rottami di vetro;7;62480;kg
2026;UD;Friuli Venezia Giulia;Rottami di ferro e acciaio;8;1324380897;kg
2026;UD;Friuli Venezia Giulia;Rottami di rame;9;676813;kg
2026;UD;Friuli Venezia Giulia;Carta e cartone;10;26223500;kg
2026;UD;Friuli Venezia Giulia;Plastica;11;21511388;kg
2026;UD;Friuli Venezia Giulia;Legno e sughero;12;15334861;kg
2026;UD;Friuli Venezia Giulia;Tessili;14;56130;kg
2026;UD;Friuli Venezia Giulia;Granulato di Conglomerato bituminoso;20;57931120;kg
2026;UD;Friuli Venezia Giulia;Altro;23;4413905;kg
2026;VA;Lombardia;Ammendante compostato verde;1;4777190;kg
2026;VA;Lombardia;Aggregati riciclati;5;319594896;kg
2026;VA;Lombardia;Rottami di alluminio;6;5998173;kg
2026;VA;Lombardia;Rottami di vetro;7;359091307;kg
2026;VA;Lombardia;Rottami di ferro e acciaio;8;57067304;kg
2026;VA;Lombardia;Rottami di rame;9;1776968;kg
2026;VA;Lombardia;Carta e cartone;10;42210833;kg
2026;VA;Lombardia;Plastica;11;35342020;kg
2026;VA;Lombardia;Legno e sughero;12;3979045;kg
2026;VA;Lombardia;Tessili;14;372474;kg
2026;VA;Lombardia;Granulato di Conglomerato bituminoso;20;26962760;kg
2026;VA;Lombardia;Altro;23;60197805;kg
2026;VB;Piemonte;Aggregati riciclati;5;39468700;kg
2026;VB;Piemonte;Rottami di alluminio;6;33285428;kg
2026;VB;Piemonte;Rottami di ferro e acciaio;8;46476492;kg
2026;VB;Piemonte;Carta e cartone;10;7223924;kg
2026;VB;Piemonte;Legno e sughero;12;80000;kg
2026;VB;Piemonte;Granulato di Conglomerato bituminoso;20;5570520;kg
2026;VB;Piemonte;Altro;23;1473563;kg
2026;VC;Piemonte;Ammendante compostato misto;2;1652830;kg
2026;VC;Piemonte;Aggregati riciclati;5;284010294;kg
2026;VC;Piemonte;Rottami di alluminio;6;13469;kg
2026;VC;Piemonte;Rottami di ferro e acciaio;8;1234631;kg
2026;VC;Piemonte;Rottami di rame;9;2035;kg
2026;VC;Piemonte;Carta e cartone;10;25642453;kg
2026;VC;Piemonte;Plastica;11;497822;kg
2026;VC;Piemonte;Legno e sughero;12;617825;kg
2026;VC;Piemonte;Granulato di Conglomerato bituminoso;20;4164060;kg
2026;VC;Piemonte;Altro;23;47798874;kg
2026;VE;Veneto;Ammendante compostato verde;1;4335209;kg
2026;VE;Veneto;Aggregati riciclati;5;238240101;kg
2026;VE;Veneto;Rottami di alluminio;6;3680325;kg
2026;VE;Veneto;Rottami di vetro;7;60835500;kg
